Dates,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Category
3/3/2014 20:45,PETTY THEFT WITH PRIOR,Monday,MISSION,"ARREST, BOOKED",2300 Block of 16TH ST,-122.4095299,37.76571844,LARCENY/THEFT
2/3/2015 21:40,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.4052948,37.78630722,BURGLARY
6/5/2011 0:30,STOLEN AUTOMOBILE,Sunday,SOUTHERN,NONE,600 Block of FOLSOM ST,-122.3983417,37.78417144,VEHICLE THEFT
9/20/2010 14:05,SUSPICIOUS OCCURRENCE,Monday,NORTHERN,NONE,1000 Block of LARKIN ST,-122.4182496,37.78727152,SUSPICIOUS OCC
3/24/2006 7:17,POSSESSION OF MARIJUANA,Friday,TARAVAL,JUVENILE CITED,0 Block of MIRAMAR AV,-122.4581009,37.71912973,DRUG/NARCOTIC
8/6/2014 16:00,PETTY THEFT FROM A BUILDING,Wednesday,SOUTHERN,NONE,900 Block of NATOMA ST,-122.4154696,37.77395605,LARCENY/THEFT
9/5/2008 14:17,PETTY THEFT SHOPLIFTING,Friday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.4053594,37.78597748,LARCENY/THEFT
4/19/2005 22:00,"VEHICLE, RECOVERED, AUTO",Tuesday,RICHMOND,NONE,400 Block of 46TH AV,-122.5073353,37.77951025,VEHICLE THEFT
11/1/2008 4:00,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,SOUTHERN,NONE,400 Block of BERRY ST,-122.3982227,37.77201612,BURGLARY
5/3/2008 10:25,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,LARCENY/THEFT
5/4/2010 10:00,"TRICK AND DEVICE, GRAND THEFT",Tuesday,TARAVAL,NONE,1600 Block of 19TH AV,-122.4767572,37.7570155,FRAUD
10/3/2007 20:30,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,1000 Block of VANNESS AV,-122.4210923,37.78499964,LARCENY/THEFT
10/11/2004 23:50,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,NORTHERN,"ARREST, CITED",GEARY BL / GOUGH ST,-122.4246887,37.78533396,OTHER OFFENSES
11/2/2005 17:30,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,300 Block of SPEAR ST,-122.3901361,37.78948068,LARCENY/THEFT
10/20/2005 16:57,STOLEN TRUCK,Thursday,INGLESIDE,NONE,1700 Block of SUNNYDALE AV,-122.417108,37.71225618,VEHICLE THEFT
7/23/2003 20:30,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,MISSION,NONE,MISSION ST / 25TH ST,-122.4182893,37.75064029,LARCENY/THEFT
7/1/2006 13:30,GRAND THEFT FROM PERSON,Saturday,SOUTHERN,NONE,MARKET ST / 11TH ST,-122.4186983,37.77558941,LARCENY/THEFT
10/15/2014 16:00,FOUND PERSON,Wednesday,PARK,EXCEPTIONAL CLEARANCE,1400 Block of 7TH AV,-122.4640448,37.76131618,MISSING PERSON
7/10/2013 15:59,LOST PROPERTY,Wednesday,BAYVIEW,NONE,1500 Block of BAY SHORE BL,-122.4010969,37.72455567,NON-CRIMINAL
7/23/2012 0:01,MISSING ADULT,Monday,RICHMOND,NONE,3500 Block of CLAY ST,-122.4513301,37.78859453,MISSING PERSON
5/16/2009 10:00,SUSPICIOUS OCCURRENCE,Saturday,TARAVAL,NONE,0 Block of DEMONTFORT AV,-122.4587001,37.72370991,SUSPICIOUS OCC
11/4/2012 19:00,THREATS AGAINST LIFE,Sunday,MISSION,NONE,400 Block of POTRERO AV,-122.4072922,37.76382919,ASSAULT
11/29/2005 9:40,GRAND THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,100 Block of 2ND ST,-122.3990717,37.78735287,LARCENY/THEFT
11/16/2005 19:03,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN,"ARREST, CITED",300 Block of LEAVENWORTH ST,-122.4142694,37.78420811,DRUG/NARCOTIC
9/16/2003 21:15,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,CENTRAL,"ARREST, CITED",POST ST / LEAVENWORTH ST,-122.4149967,37.78745307,OTHER OFFENSES
9/16/2013 13:25,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Monday,BAYVIEW,"ARREST, BOOKED",1700 Block of LASALLE AV,-122.3914348,37.73812709,WEAPON LAWS
8/25/2010 16:25,GRAND THEFT FROM A BUILDING,Wednesday,NORTHERN,NONE,1700 Block of FILLMORE ST,-122.4332476,37.78561848,LARCENY/THEFT
3/7/2003 19:00,PROBATION VIOLATION,Friday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.4121926,37.78160457,OTHER OFFENSES
10/21/2012 17:20,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,"ARREST, CITED",900 Block of MARKET ST,-122.4084211,37.78356994,LARCENY/THEFT
9/10/2005 22:25,LOST PROPERTY,Saturday,TARAVAL,NONE,19TH AV / TARAVAL ST,-122.4756443,37.74305055,NON-CRIMINAL
12/28/2012 19:30,"AIDED CASE, MENTAL DISTURBED",Friday,BAYVIEW,PSYCHOPATHIC CASE,2700 Block of SAN BRUNO AV,-122.4032771,37.72703923,NON-CRIMINAL
11/13/2014 11:49,PETTY THEFT FROM A BUILDING,Thursday,INGLESIDE,NONE,3300 Block of MISSION ST,-122.4216445,37.74299701,LARCENY/THEFT
10/29/2014 23:30,RESISTING ARREST,Wednesday,MISSION,CLEARED-CONTACT JUVENILE FOR MORE INFO,22ND ST / VALENCIA ST,-122.4209662,37.75529393,OTHER OFFENSES
10/21/2011 15:30,SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE,Friday,NORTHERN,NONE,200 Block of HERMANN ST,-122.4288363,37.77045543,ASSAULT
10/29/2012 11:25,"ROBBERY ON THE STREET, STRONGARM",Monday,TENDERLOIN,NONE,500 Block of ELLIS ST,-122.4154142,37.78447666,ROBBERY
3/21/2003 19:00,PETTY THEFT AUTO STRIP,Friday,TARAVAL,NONE,IRVING ST / 46TH AV,-122.5060583,37.76228198,LARCENY/THEFT
1/6/2004 15:05,RECEIVING STOLEN PROPERTY,Tuesday,TARAVAL,JUVENILE BOOKED,3200 Block of 20TH AV,-122.4756475,37.72852806,STOLEN PROPERTY
12/22/2009 12:00,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,600 Block of GEARY ST,-122.4140108,37.786677,LARCENY/THEFT
9/6/2009 8:00,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,HAWTHORNE ST / HARRISON ST,-122.3962658,37.78344043,LARCENY/THEFT
10/29/2004 12:00,ENCOURAGING MINOR TO USE COCAINE,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,DRUG/NARCOTIC
4/4/2014 8:57,PETTY THEFT OF PROPERTY,Friday,TARAVAL,NONE,2600 Block of 22ND AV,-122.4786399,37.73822674,LARCENY/THEFT
8/30/2004 7:00,"VEHICLE, RECOVERED, MOTORCYCLE",Monday,RICHMOND,NONE,600 Block of 47TH AV,-122.5079875,37.77566991,VEHICLE THEFT
4/6/2012 18:00,"DEATH REPORT, CAUSE UNKNOWN",Friday,SOUTHERN,NONE,1300 Block of MARKET ST,-122.4169911,37.77707419,NON-CRIMINAL
6/11/2009 10:25,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / TAYLOR ST,-122.4109552,37.78413995,WARRANTS
2/20/2004 20:00,"VEHICLE, RECOVERED, AUTO",Friday,TARAVAL,NONE,4800 Block of IRVING ST,-122.5094529,37.7621898,VEHICLE THEFT
4/5/2012 22:45,"ROBBERY, ARMED WITH A KNIFE",Thursday,MISSION,NONE,300 Block of SHOTWELL ST,-122.4162202,37.76281516,ROBBERY
8/27/2011 6:15,PETTY THEFT OF PROPERTY,Saturday,TENDERLOIN,NONE,300 Block of LEAVENWORTH ST,-122.414406,37.78419072,LARCENY/THEFT
10/30/2003 8:53,TRAFFIC VIOLATION,Thursday,MISSION,"ARREST, CITED",HARRISON ST / 23RD ST,-122.4120507,37.75423027,OTHER OFFENSES
10/2/2008 13:48,POSSESSION OF MARIJUANA FOR SALES,Thursday,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,DRUG/NARCOTIC
4/30/2012 13:34,ATTEMPTED SUICIDE,Monday,MISSION,LOCATED,800 Block of POTRERO AV,-122.4067253,37.75856417,SUICIDE
3/31/2004 20:30,THREATS AGAINST LIFE,Wednesday,BAYVIEW,NONE,3RD ST / QUESADA AV,-122.3912456,37.7332252,ASSAULT
8/11/2006 14:45,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,BAYVIEW,"ARREST, BOOKED",0 Block of CASHMERE ST,-122.3827051,37.73588581,ASSAULT
10/18/2006 9:15,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,1200 Block of 20TH AV,-122.4781875,37.76444197,LARCENY/THEFT
6/30/2010 12:00,PETTY THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,LARCENY/THEFT
8/9/2014 6:55,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,HARRISON ST / 4TH ST,-122.3996176,37.78079066,LARCENY/THEFT
4/18/2009 12:30,"MALICIOUS MISCHIEF, VANDALISM",Saturday,BAYVIEW,NONE,100 Block of DOUBLEROCK ST,-122.3876946,37.72055524,VANDALISM
8/23/2006 20:49,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,NORTHERN,NONE,MCALLISTER ST / FILLMORE ST,-122.4317655,37.77863111,ASSAULT
11/25/2003 15:30,PROBATION VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED",JONES ST / MARKET ST,-122.4119795,37.78090397,OTHER OFFENSES
10/29/2012 8:25,BATTERY,Monday,BAYVIEW,"ARREST, CITED",1000 Block of REVERE AV,-122.3798619,37.72588882,ASSAULT
11/20/2011 16:30,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,CENTRAL,JUVENILE BOOKED,200 Block of POST ST,-122.4060218,37.78864912,BURGLARY
7/7/2008 14:20,POSSESSION OF MARIJUANA FOR SALES,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.4123209,37.78076423,DRUG/NARCOTIC
10/19/2003 17:00,WARRANT ARREST,Sunday,SOUTHERN,"ARREST, BOOKED",0 Block of 7TH ST,-122.4122725,37.78020391,WARRANTS
7/15/2006 13:56,TRAFFIC VIOLATION,Saturday,RICHMOND,NONE,GEARY BL / 14TH AV,-122.4728438,37.78062912,OTHER OFFENSES
6/3/2011 13:50,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,CENTRAL,"ARREST, BOOKED",300 Block of GEARY ST,-122.4090552,37.78719796,STOLEN PROPERTY
11/1/2012 4:55,INFLICT INJURY ON COHABITEE,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,ASSAULT
3/31/2004 12:37,PAROLE VIOLATION,Wednesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.4196583,37.76422056,OTHER OFFENSES
10/16/2004 20:45,"VEHICLE, RECOVERED, MOTORCYCLE",Saturday,PARK,NONE,0 Block of LOCKSLEY AV,-122.4633116,37.7592203,VEHICLE THEFT
1/9/2015 0:01,PETTY THEFT FROM UNLOCKED AUTO,Friday,SOUTHERN,UNFOUNDED,FOLSOM ST / 8TH ST,-122.4100658,37.77499068,LARCENY/THEFT
3/11/2012 11:20,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,3RD ST / TOWNSEND ST,-122.3927536,37.77885187,LARCENY/THEFT
4/6/2003 12:52,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,BAYVIEW,"ARREST, BOOKED",4500 Block of 3RD ST,-122.3898775,37.73674163,ASSAULT
2/21/2008 4:00,"MALICIOUS MISCHIEF, VANDALISM",Thursday,PARK,NONE,0 Block of PARKRIDGE DR,-122.4456542,37.75118546,VANDALISM
5/14/2009 8:40,THREATS AGAINST LIFE,Thursday,INGLESIDE,NONE,1600 Block of VALENCIA ST,-122.4201342,37.74733997,ASSAULT
10/4/2013 9:05,JUVENILE INVOLVED,Friday,RICHMOND,NONE,6400 Block of GEARY BL,-122.4885018,37.78004387,SECONDARY CODES
12/28/2011 11:06,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN,"ARREST, CITED",400 Block of STEVENSON ST,-122.40856,37.78258599,DRUG/NARCOTIC
4/3/2007 0:01,COURTESY REPORT,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
9/10/2005 8:00,SUICIDE BY STRANGULATION,Saturday,TENDERLOIN,NONE,0 Block of GOLDEN GATE AV,-122.4112686,37.78225009,SUICIDE
2/6/2007 22:08,SUSPICIOUS OCCURRENCE,Tuesday,INGLESIDE,NONE,1900 Block of SAN JOSE AV,-122.441942,37.7262273,SUSPICIOUS OCC
4/22/2010 3:00,TRAFFIC VIOLATION ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",8TH ST / MISSION ST,-122.4131609,37.77745666,OTHER OFFENSES
8/1/2010 0:01,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Sunday,TARAVAL,NONE,1900 Block of OCEAN AV,-122.4630791,37.72547657,OTHER OFFENSES
4/20/2014 22:30,"DEATH REPORT, CAUSE UNKNOWN",Sunday,CENTRAL,NONE,800 Block of CLAY ST,-122.4074365,37.79417531,NON-CRIMINAL
6/2/2012 20:00,GRAND THEFT OF PROPERTY,Saturday,RICHMOND,NONE,400 Block of 15TH AV,-122.4738372,37.77959913,LARCENY/THEFT
7/11/2008 10:55,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,TENDERLOIN,"ARREST, CITED",500 Block of OFARRELL ST,-122.4138201,37.7857383,OTHER OFFENSES
6/23/2004 22:15,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,TENDERLOIN,"ARREST, CITED",EDDY ST / HYDE ST,-122.4158851,37.78351606,OTHER OFFENSES
6/2/2013 11:28,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4066906,37.78520719,LARCENY/THEFT
1/11/2008 19:00,GRAND THEFT FROM LOCKED AUTO,Friday,TENDERLOIN,NONE,OFARRELL ST / LARKIN ST,-122.417904,37.78516709,LARCENY/THEFT
2/20/2006 12:15,MISSING JUVENILE,Monday,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.3944389,37.7364439,MISSING PERSON
2/10/2008 23:49,WARRANT ARREST,Sunday,SOUTHERN,"ARREST, CITED",HOWARD ST / 3RD ST,-122.4004736,37.78502906,WARRANTS
9/5/2004 16:00,GRAND THEFT FROM A BUILDING,Sunday,CENTRAL,NONE,500 Block of JACKSON ST,-122.4039801,37.79641217,LARCENY/THEFT
5/17/2011 9:00,STOLEN AUTOMOBILE,Tuesday,SOUTHERN,NONE,500 Block of BRANNAN ST,-122.3977132,37.77746967,VEHICLE THEFT
1/11/2013 17:00,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Friday,BAYVIEW,NONE,1600 Block of QUESADA AV,-122.3904785,37.73272088,DRUG/NARCOTIC
4/26/2004 7:09,SUSPICIOUS OCCURRENCE,Monday,INGLESIDE,NONE,ALEMANY BL / PUTNAM ST,-122.4108296,37.73473317,SUSPICIOUS OCC
9/4/2009 18:00,"CREDIT CARD, THEFT BY USE OF",Friday,SOUTHERN,NONE,SUTTER ST / SANSOME ST,-122.4003161,37.79009963,FRAUD
9/7/2005 22:07,VIOLATION OF RESTRAINING ORDER,Wednesday,SOUTHERN,"ARREST, BOOKED",6TH ST / MINNA ST,-122.408163,37.78053454,OTHER OFFENSES
11/18/2007 19:35,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / TAYLOR ST,-122.4109552,37.78413995,WARRANTS
8/11/2011 16:30,MISCELLANEOUS INVESTIGATION,Thursday,MISSION,"ARREST, CITED",400 Block of VALENCIA ST,-122.4219351,37.76613439,OTHER OFFENSES
3/7/2015 15:00,LOST PROPERTY,Saturday,BAYVIEW,NONE,400 Block of GIRARD ST,-122.4042768,37.72677926,NON-CRIMINAL
8/4/2009 22:14,TRAFFIC VIOLATION,Tuesday,NORTHERN,"ARREST, CITED",VANNESS AV / LARCH ST,-122.4207335,37.7824263,OTHER OFFENSES
10/6/2005 16:28,VIOLATION OF RESTRAINING ORDER,Thursday,TARAVAL,"ARREST, BOOKED",MAJESTIC AV / LAKEVIEW AV,-122.4518932,37.7169767,OTHER OFFENSES
1/24/2004 14:51,TRAFFIC VIOLATION,Saturday,BAYVIEW,"ARREST, CITED",3RD ST / CARROLL AV,-122.394244,37.72547741,OTHER OFFENSES
7/8/2004 12:50,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,BAYVIEW,"ARREST, BOOKED",1700 Block of LA SALLE AV,-122.3915152,37.73803768,DRUG/NARCOTIC
7/25/2013 10:05,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Thursday,INGLESIDE,"ARREST, BOOKED",1600 Block of VALENCIA ST,-122.4201414,37.7459542,WEAPON LAWS
10/10/2010 3:55,"BURGLARY OF STORE, FORCIBLE ENTRY",Sunday,PARK,NONE,4100 Block of 17TH ST,-122.4389496,37.76220402,BURGLARY
6/24/2008 8:15,PETTY THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,FILLMORE ST / GEARY BL,-122.4329146,37.78435334,LARCENY/THEFT
6/8/2004 21:40,TRAFFIC VIOLATION,Tuesday,SOUTHERN,"ARREST, CITED",5TH ST / MARKET ST,-122.4080683,37.78399168,OTHER OFFENSES
3/2/2015 11:00,"ROBBERY, BODILY FORCE",Monday,NORTHERN,NONE,700 Block of ELLIS ST,-122.4185621,37.78418471,ROBBERY
11/14/2006 7:20,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,SOUTHERN,NONE,900 Block of MARKET ST,-122.4085951,37.78370693,DRUNKENNESS
5/16/2011 15:05,POSS OF PROHIBITED WEAPON,Monday,PARK,"ARREST, BOOKED",HAIGHT ST / STANYAN ST,-122.4535346,37.7691663,WEAPON LAWS
9/1/2008 12:01,GRAND THEFT MOTORCYCLE STRIP,Monday,SOUTHERN,NONE,400 Block of BERRY ST,-122.3982227,37.77201612,LARCENY/THEFT
6/24/2004 23:30,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,GLADSTONE DR / STONEYBROOK AV,-122.4225033,37.72926091,VEHICLE THEFT
11/18/2006 15:00,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,400 Block of FOERSTER ST,-122.4489366,37.73194202,LARCENY/THEFT
1/19/2004 12:00,FOUND PROPERTY,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
8/20/2012 14:20,PETTY THEFT OF PROPERTY,Monday,TARAVAL,NONE,300 Block of SERRANO DR,-122.4804507,37.71901187,LARCENY/THEFT
6/17/2006 16:30,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,BAYVIEW,NONE,2400 Block of GRIFFITH ST,-122.3864377,37.71918345,VANDALISM
2/12/2012 2:30,LOST PROPERTY,Sunday,CENTRAL,NONE,700 Block of GREEN ST,-122.4116794,37.79911644,NON-CRIMINAL
3/7/2008 16:54,BATTERY,Friday,MISSION,NONE,3300 Block of 17TH ST,-122.4199779,37.76345719,ASSAULT
2/20/2015 20:45,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4066906,37.78520719,LARCENY/THEFT
2/23/2007 16:10,MISCELLANEOUS INVESTIGATION,Friday,INGLESIDE,"ARREST, BOOKED",SAN JOSE AV / SAINT MARYS AV,-122.4285386,37.73499402,OTHER OFFENSES
2/9/2003 22:00,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Sunday,NORTHERN,NONE,300 Block of GOUGH ST,-122.4227669,37.77619162,BURGLARY
7/22/2009 11:37,PETTY THEFT FROM A BUILDING,Wednesday,MISSION,NONE,1100 Block of POTRERO AV,-122.4063243,37.75363225,LARCENY/THEFT
10/13/2004 1:08,RESISTING ARREST,Wednesday,CENTRAL,"ARREST, BOOKED",500 Block of GEARY ST,-122.4119559,37.78693919,OTHER OFFENSES
3/23/2005 18:18,SPEEDING,Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
7/9/2014 16:00,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE,200 Block of 6TH ST,-122.4063464,37.77916742,NON-CRIMINAL
10/22/2011 12:00,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,SOUTHERN,NONE,0 Block of 3RD ST,-122.4028355,37.7868009,STOLEN PROPERTY
4/3/2007 9:30,MISSING ADULT,Tuesday,MISSION,LOCATED,400 Block of FAIROAKS ST,-122.423821,37.74948826,MISSING PERSON
6/25/2003 12:51,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,NORTHERN,"ARREST, BOOKED",1600 Block of JACKSON ST,-122.4222533,37.79409173,BURGLARY
7/28/2005 18:50,POSSESSION OF BASE/ROCK COCAINE,Thursday,CENTRAL,"ARREST, CITED",600 Block of VALLEJO ST,-122.4075483,37.7987909,DRUG/NARCOTIC
4/3/2015 17:12,VIOLATION OF RESTRAINING ORDER,Friday,NORTHERN,"ARREST, BOOKED",2000 Block of POLK ST,-122.4216089,37.79550387,OTHER OFFENSES
9/23/2012 14:30,FOUND PROPERTY,Sunday,MISSION,NONE,CAPP ST / 17TH ST,-122.4184863,37.76349544,NON-CRIMINAL
1/26/2014 15:28,WARRANT ARREST,Sunday,BAYVIEW,"ARREST, BOOKED",JENNINGS ST / FITZGERALD AV,-122.3931742,37.72203623,WARRANTS
1/27/2007 21:30,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,PSYCHOPATHIC CASE,2200 Block of MISSION ST,-122.4193502,37.76101609,NON-CRIMINAL
2/21/2003 23:54,TRAFFIC VIOLATION,Friday,NORTHERN,"ARREST, CITED",LOMBARD ST / STEINER ST,-122.4376985,37.79963284,OTHER OFFENSES
3/23/2013 11:28,TRAFFIC VIOLATION ARREST,Saturday,BAYVIEW,"ARREST, CITED",3RD ST / NEWCOMB AV,-122.390417,37.73559261,OTHER OFFENSES
7/8/2009 23:16,"COUNTERFEITING, COINS OR NOTES",Wednesday,CENTRAL,"ARREST, BOOKED",GEARY ST / LARKIN ST,-122.4180908,37.78610075,FORGERY/COUNTERFEITING
4/8/2005 8:15,PETTY THEFT OF PROPERTY,Friday,PARK,NONE,1500 Block of WALLER ST,-122.4489109,37.76874253,LARCENY/THEFT
11/28/2006 23:21,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,PSYCHOPATHIC CASE,2600 Block of 47TH AV,-122.5053986,37.73659842,NON-CRIMINAL
5/16/2009 17:20,POSSESSION OF BASE/ROCK COCAINE,Saturday,BAYVIEW,"ARREST, BOOKED",2800 Block of JENNINGS ST,-122.3929524,37.72237235,DRUG/NARCOTIC
6/30/2011 16:10,SALE OF HALLUCINOGENIC,Thursday,PARK,"ARREST, BOOKED",0 Block of BELVEDERE ST,-122.4494813,37.76920419,DRUG/NARCOTIC
10/3/2003 21:40,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,TENDERLOIN,"ARREST, CITED",TAYLOR ST / EDDY ST,-122.4109552,37.78413995,OTHER OFFENSES
2/8/2010 3:48,CARRYING A CONCEALED WEAPON,Monday,NORTHERN,"ARREST, BOOKED",POLK ST / GEARY ST,-122.4197398,37.78589261,WEAPON LAWS
6/14/2009 0:30,RESISTING ARREST,Sunday,MISSION,"ARREST, BOOKED",RONDEL PL / 16TH ST,-122.4212403,37.76495589,OTHER OFFENSES
4/20/2014 1:17,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,1ST ST / MISSION ST,-122.3975764,37.78976193,LARCENY/THEFT
10/30/2006 17:00,FOUND PERSON,Monday,SOUTHERN,LOCATED,800 Block of BRYANT ST,-122.4034048,37.77542071,MISSING PERSON
6/15/2003 9:00,LOST PROPERTY,Sunday,TARAVAL,NONE,LAKE MERCED BL / SUNSET BL,-122.4934685,37.72959507,NON-CRIMINAL
8/25/2012 23:49,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,PARK,"ARREST, CITED",2000 Block of MCALLISTER ST,-122.4458405,37.77690181,VANDALISM
3/21/2005 11:56,WARRANT ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.4156697,37.78211985,WARRANTS
1/7/2003 20:30,INFLICT INJURY ON COHABITEE,Tuesday,NORTHERN,"ARREST, BOOKED",600 Block of LARCH ST,-122.4281299,37.781424,ASSAULT
6/14/2003 9:00,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,NORTHERN,NONE,PINE ST / BUCHANAN ST,-122.4303573,37.78836728,VANDALISM
3/19/2014 11:22,"ROBBERY, BODILY FORCE",Wednesday,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.3883799,37.78331041,ROBBERY
7/8/2008 11:27,BATTERY,Tuesday,MISSION,"ARREST, BOOKED",24TH ST / POTRERO AV,-122.4063384,37.75300429,ASSAULT
2/24/2011 16:45,TRESPASSING,Thursday,NORTHERN,NONE,1700 Block of LOMBARD ST,-122.4303328,37.8006879,TRESPASS
12/11/2004 13:30,"VEHICLE, RECOVERED, AUTO",Saturday,TARAVAL,NONE,2500 Block of GREAT HY,-122.5064846,37.73887397,VEHICLE THEFT
7/13/2012 15:20,VIOLATION OF MUNICIPAL CODE,Friday,SOUTHERN,NONE,100 Block of MARKET ST,-122.3958859,37.79343959,OTHER OFFENSES
4/21/2012 23:49,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, CITED",6TH ST / NATOMA ST,-122.4076931,37.78016307,OTHER OFFENSES
3/7/2004 23:00,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.4213053,37.76489741,DRUNKENNESS
2/8/2008 2:30,"MALICIOUS MISCHIEF, VANDALISM",Friday,TARAVAL,NONE,4200 Block of LAWTON ST,-122.508368,37.75662938,VANDALISM
11/17/2012 0:07,POSS OF LOADED FIREARM,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.4098537,37.78338624,WEAPON LAWS
9/11/2010 14:35,"BURGLARY OF STORE, UNLAWFUL ENTRY",Saturday,NORTHERN,"ARREST, BOOKED",1300 Block of WEBSTER ST,-122.4310464,37.78302957,BURGLARY
4/23/2005 12:10,PETTY THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.4135641,37.77951403,LARCENY/THEFT
9/20/2011 22:06,TRAFFIC VIOLATION,Tuesday,RICHMOND,"ARREST, CITED",4300 Block of GEARY BL,-122.465905,37.78107137,OTHER OFFENSES
