Dates,DayOfWeek,PdDistrict,Address,X,Y,Category
4/6/2013 0:55,Saturday,INGLESIDE,3900 Block of SAN BRUNO AV,-122.40169,37.71442919,DRIVING UNDER THE INFLUENCE
7/24/2007 18:31,Tuesday,INGLESIDE,MISSION ST / PARK ST,-122.424236,37.73673726,OTHER OFFENSES
1/9/2009 22:00,Friday,CENTRAL,500 Block of BROADWAY ST,-122.4058622,37.79791171,NON-CRIMINAL
4/6/2011 21:52,Wednesday,TENDERLOIN,100 Block of POWELL ST,-122.4080145,37.78595078,LARCENY/THEFT
11/11/2009 16:00,Wednesday,BAYVIEW,1000 Block of WOOLSEY ST,-122.4119644,37.72273231,FRAUD
1/7/2008 20:00,Monday,NORTHERN,FILBERT ST / LARKIN ST,-122.4208845,37.79990243,VANDALISM
5/18/2013 0:30,Saturday,MISSION,1100 Block of YORK ST,-122.4083334,37.75363311,VANDALISM
6/17/2005 0:42,Friday,MISSION,2000 Block of MISSION ST,-122.4196583,37.76422056,WARRANTS
8/29/2010 1:00,Sunday,INGLESIDE,200 Block of 30TH ST,-122.4250182,37.74213368,VANDALISM
5/3/2013 9:00,Friday,CENTRAL,400 Block of POST ST,-122.4092561,37.7882399,OTHER OFFENSES
5/27/2003 14:25,Tuesday,NORTHERN,800 Block of WEBSTER ST,-122.4300952,37.77837628,OTHER OFFENSES
11/28/2006 21:31,Tuesday,TENDERLOIN,500 Block of OFARRELL ST,-122.4137984,37.78562979,OTHER OFFENSES
7/29/2011 18:01,Friday,MISSION,3000 Block of 25TH ST,-122.4103574,37.7510636,WEAPON LAWS
9/8/2007 13:10,Saturday,BAYVIEW,2100 Block of PALOU AV,-122.4010467,37.73991993,FORGERY/COUNTERFEITING
9/16/2003 14:18,Tuesday,NORTHERN,1700 Block of UNION ST,-122.4281182,37.79808223,LARCENY/THEFT
6/1/2008 2:30,Sunday,CENTRAL,1000 Block of SUTTER ST,-122.4176729,37.78812427,OTHER OFFENSES
4/19/2009 8:37,Sunday,NORTHERN,GEARY BL / STEINER ST,-122.4345637,37.78415049,ASSAULT
9/4/2003 21:45,Thursday,TENDERLOIN,HYDE ST / OFARRELL ST,-122.4162618,37.78537508,PROSTITUTION
9/1/2014 3:03,Monday,MISSION,1300 Block of ALABAMA ST,-122.4108019,37.75027154,ASSAULT
3/19/2014 14:00,Wednesday,INGLESIDE,0 Block of PHELAN AV,-122.4522897,37.72569336,SEX OFFENSES FORCIBLE
6/24/2003 9:50,Tuesday,INGLESIDE,WOODSIDE AV / PORTOLA DR,-122.4516229,37.74553304,OTHER OFFENSES
12/27/2006 19:00,Wednesday,TARAVAL,1900 Block of 10TH AV,-122.4664644,37.75185646,LARCENY/THEFT
2/6/2014 17:00,Thursday,BAYVIEW,22ND ST / ILLINOIS ST,-122.3873163,37.75800217,LARCENY/THEFT
2/25/2006 12:39,Saturday,MISSION,2500 Block of MISSION ST,-122.4187538,37.75622501,OTHER OFFENSES
7/31/2011 2:15,Sunday,BAYVIEW,PENNSYLVANIA AV / 23RD ST,-122.3928853,37.75509727,DRIVING UNDER THE INFLUENCE
8/26/2006 10:00,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
1/5/2015 10:16,Monday,CENTRAL,1000 Block of CALIFORNIA ST,-122.4112756,37.7918324,VANDALISM
5/1/2014 10:10,Thursday,TENDERLOIN,100 Block of TAYLOR ST,-122.4107917,37.78369523,NON-CRIMINAL
9/3/2007 20:25,Monday,TENDERLOIN,600 Block of OFARRELL ST,-122.4159722,37.78535651,ASSAULT
11/2/2014 19:00,Sunday,RICHMOND,2300 Block of CLEMENT ST,-122.4843451,37.78199575,VANDALISM
10/31/2004 23:56,Sunday,BAYVIEW,REVERE AV / 3RD ST,-122.3915229,37.73243239,OTHER OFFENSES
9/8/2013 8:30,Sunday,CENTRAL,0 Block of FRANCISCO ST,-122.4061678,37.80564946,VANDALISM
11/23/2009 10:12,Monday,TENDERLOIN,ELLIS ST / LEAVENWORTH ST,-122.4144332,37.78465763,DRUG/NARCOTIC
1/22/2007 15:00,Monday,CENTRAL,0 Block of GEARY ST,-122.4042776,37.78791853,DISORDERLY CONDUCT
11/26/2013 12:00,Tuesday,INGLESIDE,100 Block of CHENERY ST,-122.4257505,37.73937752,LARCENY/THEFT
10/3/2012 13:18,Wednesday,TARAVAL,IRVING ST / 18TH AV,-122.4760526,37.76360746,NON-CRIMINAL
3/9/2008 16:11,Sunday,MISSION,2200 Block of MISSION ST,-122.4193502,37.76101609,ASSAULT
3/18/2014 8:17,Tuesday,MISSION,14TH ST / FOLSOM ST,-122.4156163,37.76853601,OTHER OFFENSES
11/28/2012 0:01,Wednesday,RICHMOND,500 Block of 44TH AV,-122.5049506,37.7781839,OTHER OFFENSES
3/7/2005 21:44,Monday,TARAVAL,1200 Block of 8TH AV,-122.4652404,37.76501181,DRUG/NARCOTIC
6/17/2011 11:30,Friday,BAYVIEW,1400 Block of PHELPS ST,-122.3944389,37.7364439,MISSING PERSON
2/11/2011 19:00,Friday,MISSION,500 Block of DOLORES ST,-122.4261533,37.76061868,SEX OFFENSES FORCIBLE
2/10/2006 10:38,Friday,SOUTHERN,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441,OTHER OFFENSES
9/11/2011 0:37,Sunday,PARK,600 Block of STANYAN ST,-122.4536999,37.76962291,MISSING PERSON
6/26/2013 17:05,Wednesday,TARAVAL,100 Block of RIVERTON DR,-122.4871704,37.73148592,SECONDARY CODES
3/31/2008 15:45,Monday,CENTRAL,STOCKTON ST / CLAY ST,-122.4079047,37.79405897,LARCENY/THEFT
11/30/2013 8:30,Saturday,MISSION,100 Block of ALBION ST,-122.4226678,37.76364529,MISSING PERSON
6/2/2012 8:00,Saturday,INGLESIDE,3400 Block of MISSION ST,-122.4230398,37.74083961,NON-CRIMINAL
1/9/2006 21:20,Monday,SOUTHERN,THE EMBARCADEROSOUTH ST / HOWARD ST,-122.3910043,37.79251827,ROBBERY
10/18/2008 12:53,Saturday,INGLESIDE,MISSION ST / RUSSIA AV,-122.4371505,37.721574,DRUG/NARCOTIC
2/22/2010 1:30,Monday,BAYVIEW,25TH ST / CONNECTICUT ST,-122.3965161,37.75231122,VEHICLE THEFT
11/23/2004 23:43,Tuesday,TENDERLOIN,0 Block of TURK ST,-122.4098537,37.78338624,OTHER OFFENSES
6/8/2004 21:23,Tuesday,BAYVIEW,WISCONSIN ST / 26TH ST,-122.3983418,37.75105395,WARRANTS
2/9/2010 19:00,Tuesday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641,ASSAULT
10/4/2013 20:30,Friday,MISSION,16TH ST / POTRERO AV,-122.4075383,37.76578275,NON-CRIMINAL
10/8/2011 18:00,Saturday,TARAVAL,2600 Block of 20TH AV,-122.4764951,37.73832166,VANDALISM
1/20/2015 12:25,Tuesday,PARK,1700 Block of HAIGHT ST,-122.4513144,37.76950461,NON-CRIMINAL
10/7/2010 16:00,Thursday,BAYVIEW,600 Block of DEHARO ST,-122.4011919,37.76164282,BURGLARY
5/3/2010 19:57,Monday,SOUTHERN,800 Block of MISSION ST,-122.4053955,37.78351007,LARCENY/THEFT
11/3/2011 8:23,Thursday,SOUTHERN,5TH ST / MARKET ST,-122.4080683,37.78399168,SUSPICIOUS OCC
6/17/2006 17:45,Saturday,NORTHERN,LINDEN ST / FRANKLIN ST,-122.4212376,37.77662485,VANDALISM
5/20/2007 21:00,Sunday,BAYVIEW,1000 Block of INGERSON AV,-122.3939749,37.71960993,ASSAULT
10/4/2012 22:19,Thursday,SOUTHERN,600 Block of MARKET ST,-122.401655,37.78890489,SECONDARY CODES
12/9/2004 9:30,Thursday,SOUTHERN,0 Block of 7TH ST,-122.4122725,37.78020391,ASSAULT
5/17/2011 13:30,Tuesday,PARK,2000 Block of MCALLISTER ST,-122.4458185,37.77679335,LARCENY/THEFT
11/28/2006 20:00,Tuesday,MISSION,0 Block of HIGH ST,-122.4434157,37.74836649,LARCENY/THEFT
9/29/2004 18:30,Wednesday,SOUTHERN,0 Block of DORE ST,-122.413046,37.77386178,OTHER OFFENSES
4/19/2006 18:26,Wednesday,TARAVAL,3200 Block of 20TH AV,-122.4756475,37.72852806,LARCENY/THEFT
4/28/2014 8:30,Monday,NORTHERN,2200 Block of PACIFIC AV,-122.4322732,37.7936061,EMBEZZLEMENT
7/28/2006 13:15,Friday,BAYVIEW,CONNECTICUT ST / WISCONSIN ST,-122.3985958,37.75368415,ASSAULT
5/14/2007 15:45,Monday,CENTRAL,GEARY ST / LARKIN ST,-122.4180908,37.78610075,SUSPICIOUS OCC
10/22/2010 15:30,Friday,PARK,400 Block of BAKER ST,-122.4412754,37.77503636,MISSING PERSON
5/8/2005 22:00,Sunday,MISSION,23RD ST / HAMPSHIRE ST,-122.4074495,37.7545081,VANDALISM
4/1/2004 9:00,Thursday,TARAVAL,0 Block of BROAD ST,-122.454756,37.71325791,VEHICLE THEFT
12/16/2012 15:30,Sunday,CENTRAL,STOCKTON ST / SUTTER ST,-122.4069587,37.78943476,LARCENY/THEFT
4/1/2013 12:52,Monday,TARAVAL,0 Block of URBANO DR,-122.463877,37.72515293,OTHER OFFENSES
8/23/2008 8:00,Saturday,INGLESIDE,400 Block of JUSTIN DR,-122.4242732,37.73218932,BURGLARY
5/6/2007 9:30,Sunday,NORTHERN,400 Block of WEBSTER ST,-122.4291612,37.77444383,SUSPICIOUS OCC
3/7/2006 19:20,Tuesday,MISSION,MARKET ST / DUBOCE AV,-122.4263124,37.76960331,LARCENY/THEFT
4/30/2009 20:00,Thursday,RICHMOND,300 Block of 12TH AV,-122.4708492,37.78166646,KIDNAPPING
10/7/2012 0:01,Sunday,TENDERLOIN,500 Block of ELLIS ST,-122.415436,37.78458513,SUSPICIOUS OCC
5/22/2011 18:15,Sunday,NORTHERN,1700 Block of CALIFORNIA ST,-122.4231568,37.79020883,LARCENY/THEFT
12/26/2008 12:07,Friday,TARAVAL,200 Block of WINSTON DR,-122.4779767,37.72693464,LARCENY/THEFT
10/5/2008 18:04,Sunday,RICHMOND,5000 Block of FULTON ST,-122.4858123,37.77255037,LARCENY/THEFT
12/7/2009 23:30,Monday,INGLESIDE,3300 Block of FOLSOM ST,-122.4132592,37.74465378,LARCENY/THEFT
9/1/2004 12:46,Wednesday,MISSION,2000 Block of MISSION ST,-122.4196583,37.76422056,DRUG/NARCOTIC
6/13/2006 10:20,Tuesday,MISSION,17TH ST / VALENCIA ST,-122.4217338,37.76329969,OTHER OFFENSES
10/17/2008 16:39,Friday,MISSION,16TH ST / GUERRERO ST,-122.4241043,37.76478282,WARRANTS
2/10/2011 18:00,Thursday,CENTRAL,800 Block of PACIFIC AV,-122.4090611,37.79667866,NON-CRIMINAL
12/22/2014 23:30,Monday,NORTHERN,1900 Block of SACRAMENTO ST,-122.4250084,37.79103013,VEHICLE THEFT
6/9/2009 0:32,Tuesday,SOUTHERN,0 Block of 6TH ST,-122.4100416,37.78195365,OTHER OFFENSES
4/18/2013 19:42,Thursday,BAYVIEW,1600 Block of PALOU AV,-122.3918491,37.73458053,SUSPICIOUS OCC
9/5/2009 9:52,Saturday,SOUTHERN,BERRY ST / 4TH ST,-122.3933572,37.77578762,VANDALISM
4/18/2008 22:00,Friday,BAYVIEW,LASALLE AV / NEWCOMB AV,-122.3850015,37.73307082,ASSAULT
6/27/2011 2:10,Monday,PARK,CASTRO ST / MARKET ST,-122.4351877,37.76267028,ASSAULT
2/8/2008 15:32,Friday,BAYVIEW,BEATRICE LN / LILLIAN ST,-122.3811482,37.73138985,DRUG/NARCOTIC
8/14/2005 23:16,Sunday,INGLESIDE,GENEVA AV / SANTOS ST,-122.4200841,37.70831097,OTHER OFFENSES
1/6/2003 23:16,Monday,MISSION,3300 Block of 26TH ST,-122.4162622,37.74920881,DRUG/NARCOTIC
10/3/2014 23:23,Friday,NORTHERN,LARKIN ST / MCALLISTER ST,-122.4169486,37.78046893,ASSAULT
6/16/2006 18:30,Friday,NORTHERN,1300 Block of ELLIS ST,-122.4277712,37.78290641,BURGLARY
5/1/2003 15:39,Thursday,PARK,900 Block of FELL ST,-122.4334759,37.77452798,VANDALISM
7/26/2003 15:50,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
12/25/2009 21:00,Friday,CENTRAL,1000 Block of SUTTER ST,-122.4176729,37.78812427,NON-CRIMINAL
5/27/2014 12:38,Tuesday,INGLESIDE,300 Block of MURRAY ST,-122.4221668,37.73389815,LARCENY/THEFT
10/30/2006 18:52,Monday,SOUTHERN,MISSION ST / 4TH ST,-122.4042702,37.78447885,OTHER OFFENSES
1/21/2004 13:30,Wednesday,TENDERLOIN,HYDE ST / TURK ST,-122.4156949,37.7825852,DRUG/NARCOTIC
3/13/2005 12:55,Sunday,BAYVIEW,3RD ST / 23RD ST,-122.3880041,37.75538983,LARCENY/THEFT
9/4/2014 13:00,Thursday,MISSION,MISSION ST / 22ND ST,-122.4187487,37.75543719,NON-CRIMINAL
4/4/2007 11:00,Wednesday,INGLESIDE,4700 Block of MISSION ST,-122.4368679,37.72204865,ASSAULT
6/24/2013 23:55,Monday,CENTRAL,MASON ST / PINE ST,-122.4106268,37.79088068,VANDALISM
2/24/2011 1:59,Thursday,MISSION,400 Block of CASTRO ST,-122.4351501,37.76175972,ASSAULT
6/8/2009 12:30,Monday,INGLESIDE,3300 Block of MISSION ST,-122.4217631,37.74257319,FRAUD
4/18/2007 16:00,Wednesday,BAYVIEW,0 Block of DOUBLEROCK ST,-122.387775,37.72046587,BURGLARY
4/15/2003 19:00,Tuesday,CENTRAL,KEARNY ST / MARKET ST,-122.4034341,37.78764305,NON-CRIMINAL
7/28/2005 18:00,Thursday,NORTHERN,LYON ST / LOMBARD ST,-122.4473055,37.79845823,OTHER OFFENSES
4/4/2015 21:00,Saturday,PARK,1300 Block of HAIGHT ST,-122.4445243,37.77037043,LARCENY/THEFT
11/29/2005 12:59,Tuesday,MISSION,100 Block of CAPP ST,-122.4185499,37.76428371,OTHER OFFENSES
1/20/2004 8:00,Tuesday,INGLESIDE,100 Block of ARLINGTON ST,-122.425142,37.73862315,VEHICLE THEFT
10/3/2005 1:00,Monday,TENDERLOIN,TURK ST / TAYLOR ST,-122.4107688,37.78321452,WARRANTS
2/19/2014 16:15,Wednesday,TENDERLOIN,200 Block of GOLDEN GATE AV,-122.4143021,37.78186332,SUSPICIOUS OCC
7/27/2011 11:17,Wednesday,SOUTHERN,POWELL ST / MARKET ST,-122.4075459,37.78440118,LARCENY/THEFT
11/1/2008 16:00,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
10/21/2006 13:30,Saturday,NORTHERN,FRANKLIN ST / MCALLISTER ST,-122.4218931,37.77989123,LARCENY/THEFT
4/7/2013 14:00,Sunday,TARAVAL,2400 Block of NORIEGA ST,-122.4898763,37.75370484,LARCENY/THEFT
6/14/2005 14:00,Tuesday,CENTRAL,700 Block of TAYLOR ST,-122.4120509,37.78927389,BURGLARY
3/8/2012 18:30,Thursday,NORTHERN,LINDEN ST / LAGUNA ST,-122.4261702,37.77599772,NON-CRIMINAL
1/11/2005 20:00,Tuesday,CENTRAL,800 Block of GEARY ST,-122.4172953,37.78625785,LARCENY/THEFT
5/2/2006 17:00,Tuesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,LARCENY/THEFT
2/11/2010 22:30,Thursday,CENTRAL,500 Block of POST ST,-122.4109048,37.78802939,LARCENY/THEFT
3/4/2015 8:16,Wednesday,SOUTHERN,0 Block of VERONA PL,-122.4483071,37.73565064,NON-CRIMINAL
3/4/2008 13:55,Tuesday,INGLESIDE,0 Block of SGTJOHNVYOUNG LN,-122.4447071,37.72493073,OTHER OFFENSES
12/15/2007 11:00,Saturday,RICHMOND,CHERRY ST / CLAY ST,-122.4570606,37.78780896,VEHICLE THEFT
10/3/2007 15:27,Wednesday,CENTRAL,LOMBARD ST / MASON ST,-122.4130391,37.8028263,ROBBERY
4/3/2006 15:30,Monday,TARAVAL,200 Block of CLAREMONT BL,-122.4647755,37.74118971,LARCENY/THEFT
12/8/2009 15:00,Tuesday,PARK,400 Block of CORBETT AV,-122.4455735,37.75790929,LARCENY/THEFT
10/31/2013 13:58,Thursday,SOUTHERN,THE EMBARCADEROSOUTH ST / HOWARD ST,-122.3910043,37.79251827,DRUNKENNESS
10/28/2008 13:40,Tuesday,CENTRAL,1000 Block of UNION ST,-122.4169276,37.79941513,OTHER OFFENSES
3/6/2004 16:15,Saturday,SOUTHERN,7TH ST / BRANNAN ST,-122.4032089,37.77304964,FRAUD
4/3/2006 13:30,Monday,BAYVIEW,UNDERWOOD AV / KEITH ST,-122.389983,37.72872953,DRUG/NARCOTIC
12/12/2014 23:40,Friday,BAYVIEW,6200 Block of 3RD ST,-122.3959187,37.72210898,SECONDARY CODES
10/31/2005 20:00,Monday,CENTRAL,500 Block of GEARY ST,-122.4127553,37.78672593,LARCENY/THEFT
5/28/2012 20:32,Monday,MISSION,0 Block of DUBOCE AV,-122.4219897,37.7698366,ASSAULT
7/21/2004 11:00,Wednesday,PARK,500 Block of BELVEDERE ST,-122.4479737,37.76303436,ASSAULT
12/10/2008 22:00,Wednesday,MISSION,GUERRERO ST / 16TH ST,-122.4241043,37.76478282,VEHICLE THEFT
12/11/2009 18:00,Friday,MISSION,20TH ST / SOUTH VAN NESS AV,-122.4168729,37.75876402,LARCENY/THEFT
8/9/2013 12:29,Friday,SOUTHERN,500 Block of MARKET ST,-122.4018331,37.78903977,LARCENY/THEFT
7/15/2006 0:01,Saturday,TENDERLOIN,600 Block of OFARRELL ST,-122.4159722,37.78535651,SUSPICIOUS OCC
4/14/2004 22:00,Wednesday,INGLESIDE,400 Block of COLON AV,-122.4577539,37.73305166,LARCENY/THEFT
8/26/2005 19:30,Friday,INGLESIDE,300 Block of LONDON ST,-122.4346915,37.72355346,ASSAULT
7/10/2012 22:34,Tuesday,NORTHERN,FILLMORE ST / MCALLISTER ST,-122.4317655,37.77863111,DRUG/NARCOTIC
3/24/2013 9:00,Sunday,PARK,1800 Block of MCALLISTER ST,-122.4425044,37.77721263,LARCENY/THEFT
11/6/2011 2:30,Sunday,MISSION,2000 Block of MISSION ST,-122.4196583,37.76422056,ASSAULT
8/22/2004 21:21,Sunday,INGLESIDE,4500 Block of MISSION ST,-122.4342633,37.72549691,LIQUOR LAWS
5/25/2009 2:00,Monday,RICHMOND,4600 Block of CABRILLO ST,-122.5084373,37.77338789,VEHICLE THEFT
6/2/2013 18:30,Sunday,NORTHERN,BAY ST / VANNESS AV,-122.4251106,37.80414615,LARCENY/THEFT
7/12/2011 19:30,Tuesday,NORTHERN,1400 Block of PINE ST,-122.419673,37.78966894,NON-CRIMINAL
11/12/2007 17:24,Monday,TENDERLOIN,0 Block of TAYLOR ST,-122.4106899,37.78249489,OTHER OFFENSES
3/12/2010 13:22,Friday,TENDERLOIN,0 Block of MASON ST,-122.4092684,37.78379987,DRUG/NARCOTIC
1/29/2010 10:00,Friday,TARAVAL,2000 Block of 19TH AV,-122.4762267,37.74955601,VANDALISM
7/26/2009 1:10,Sunday,CENTRAL,COLUMBUS AV / BROADWAY ST,-122.4066697,37.79786417,OTHER OFFENSES
1/10/2015 22:29,Saturday,NORTHERN,LOMBARD ST / DIVISADERO ST,-122.4426497,37.79899925,NON-CRIMINAL
7/25/2004 22:00,Sunday,NORTHERN,POST ST / GOUGH ST,-122.4248599,37.78619645,LARCENY/THEFT
12/12/2003 8:10,Friday,TARAVAL,19TH AV / QUINTARA ST,-122.4760317,37.74864512,ASSAULT
7/11/2006 15:46,Tuesday,NORTHERN,GEARY BL / GOUGH ST,-122.4246887,37.78533396,LARCENY/THEFT
10/5/2010 13:00,Tuesday,PARK,0 Block of VEGA ST,-122.4458936,37.78012429,DISORDERLY CONDUCT
9/16/2013 9:05,Monday,RICHMOND,5000 Block of ANZA ST,-122.502284,37.77741492,NON-CRIMINAL
1/10/2003 2:23,Friday,NORTHERN,ELLIS ST / LARKIN ST,-122.4177103,37.78423629,DRIVING UNDER THE INFLUENCE
8/24/2014 18:00,Sunday,INGLESIDE,100 Block of BOSWORTH ST,-122.4281436,37.73356716,LARCENY/THEFT
3/18/2008 21:13,Tuesday,SOUTHERN,0 Block of 1ST ST,-122.3977924,37.78985838,WARRANTS
12/10/2004 0:01,Friday,SOUTHERN,HAWTHORNE ST / FOLSOM ST,-122.3978166,37.78466807,LARCENY/THEFT
3/4/2015 11:00,Wednesday,SOUTHERN,700 Block of HOWARD ST,-122.401561,37.78408887,OTHER OFFENSES
11/29/2005 14:00,Tuesday,INGLESIDE,900 Block of BOSWORTH ST,-122.4371259,37.7340331,BURGLARY
11/12/2013 10:40,Tuesday,SOUTHERN,1200 Block of MISSION ST,-122.4135835,37.77704362,NON-CRIMINAL
5/17/2009 19:00,Sunday,RICHMOND,0 Block of COOK ST,-122.4522554,37.78276153,OTHER OFFENSES
6/1/2008 10:00,Sunday,NORTHERN,900 Block of FRANKLIN ST,-122.4224425,37.7829271,VEHICLE THEFT
7/30/2011 22:00,Saturday,NORTHERN,LARKIN ST / OFARRELL ST,-122.417904,37.78516709,ASSAULT
9/15/2009 1:58,Tuesday,CENTRAL,TAYLOR ST / CLAY ST,-122.4128317,37.79343252,DRIVING UNDER THE INFLUENCE
2/22/2004 23:40,Sunday,SOUTHERN,6TH ST / MARKET ST,-122.4102935,37.78223059,OTHER OFFENSES
3/28/2010 23:00,Sunday,INGLESIDE,200 Block of PRECITA AV,-122.415479,37.74737184,LARCENY/THEFT
8/23/2013 16:00,Friday,INGLESIDE,500 Block of CARTER ST,-122.423628,37.70880618,MISSING PERSON
1/8/2014 8:45,Wednesday,PARK,EDDY ST / SCOTT ST,-122.4372626,37.78080163,LARCENY/THEFT
11/30/2011 15:45,Wednesday,NORTHERN,LARKIN ST / OFARRELL ST,-122.417904,37.78516709,LARCENY/THEFT
2/20/2013 1:40,Wednesday,PARK,1500 Block of HAIGHT ST,-122.4477831,37.76995495,RECOVERED VEHICLE
3/19/2015 19:25,Thursday,BAYVIEW,800 Block of CHINABASIN ST,-122.386775,37.76537752,LARCENY/THEFT
2/19/2004 17:00,Thursday,BAYVIEW,1000 Block of INGERSON AV,-122.3938945,37.71969931,OTHER OFFENSES
7/20/2004 10:30,Tuesday,SOUTHERN,FOLSOM ST / 8TH ST,-122.4100658,37.77499068,LARCENY/THEFT
8/7/2004 21:00,Saturday,NORTHERN,LAGUNA ST / FELL ST,-122.4260714,37.77552412,LARCENY/THEFT
7/22/2003 8:59,Tuesday,SOUTHERN,9TH ST / MISSION ST,-122.4147143,37.77623104,OTHER OFFENSES
10/15/2007 13:30,Monday,CENTRAL,0 Block of CLAUDE LN,-122.4043742,37.7902482,LARCENY/THEFT
4/9/2005 19:53,Saturday,MISSION,3000 Block of 16TH ST,-122.4210757,37.76502145,ASSAULT
1/15/2010 9:30,Friday,NORTHERN,VANNESS AV / IVY ST,-122.4197892,37.77776094,LARCENY/THEFT
2/11/2005 4:38,Friday,CENTRAL,200 Block of MONTGOMERY ST,-122.4024094,37.79145153,OTHER OFFENSES
5/2/2007 20:00,Wednesday,SOUTHERN,1400 Block of MARKET ST,-122.4184806,37.77589845,LARCENY/THEFT
4/4/2009 0:01,Saturday,NORTHERN,BUCHANAN ST / HAIGHT ST,-122.4271599,37.77252592,LARCENY/THEFT
3/2/2015 13:35,Monday,SOUTHERN,1400 Block of MARKET ST,-122.4180253,37.77598197,SUSPICIOUS OCC
12/27/2010 15:00,Monday,CENTRAL,NORTHPOINT ST / POLK ST,-122.4236584,37.80528509,LARCENY/THEFT
4/9/2010 22:00,Friday,NORTHERN,1100 Block of OFARRELL ST,-122.4220162,37.78459433,VANDALISM
7/29/2007 23:56,Sunday,PARK,DIVISADERO ST / PAGE ST,-122.4372356,37.77220419,OTHER OFFENSES
5/22/2005 15:00,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,ASSAULT
4/3/2003 15:00,Thursday,MISSION,900 Block of POTRERO AV,-122.4066049,37.75715804,MISSING PERSON
11/28/2005 1:43,Monday,TENDERLOIN,0 Block of TAYLOR ST,-122.4105513,37.78250256,OTHER OFFENSES
7/24/2006 9:15,Monday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641,NON-CRIMINAL
8/21/2013 8:15,Wednesday,SOUTHERN,1200 Block of MARKET ST,-122.4154488,37.77829352,SUSPICIOUS OCC
10/5/2006 18:30,Thursday,INGLESIDE,BOSWORTH ST / LYELL ST,-122.4319557,37.73299321,VEHICLE THEFT
1/21/2013 19:45,Monday,CENTRAL,GRANT AV / PACIFIC AV,-122.406832,37.79690288,LARCENY/THEFT
10/17/2008 19:15,Friday,NORTHERN,100 Block of OAK ST,-122.4217837,37.77507236,LARCENY/THEFT
6/12/2006 10:15,Monday,SOUTHERN,BRYANT ST / 9TH ST,-122.4085345,37.77129067,OTHER OFFENSES
9/18/2006 6:10,Monday,NORTHERN,WEBSTER ST / POST ST,-122.4313698,37.78537304,LARCENY/THEFT
4/6/2005 2:00,Wednesday,BAYVIEW,25TH ST / DEHARO ST,-122.4004194,37.75207528,VANDALISM
7/11/2013 6:00,Thursday,SOUTHERN,0 Block of 3RD ST,-122.4028355,37.7868009,LARCENY/THEFT
5/13/2014 8:19,Tuesday,BAYVIEW,3RD ST / PALOU AV,-122.3909717,37.73401522,OTHER OFFENSES
10/16/2003 20:16,Thursday,SOUTHERN,200 Block of HOWARD ST,-122.3938993,37.79030178,OTHER OFFENSES
6/19/2011 15:30,Sunday,NORTHERN,3600 Block of LYON ST,-122.4482784,37.80427189,LARCENY/THEFT
6/25/2003 17:00,Wednesday,NORTHERN,1000 Block of POLK ST,-122.4198122,37.78660195,FORGERY/COUNTERFEITING
5/31/2013 4:00,Friday,SOUTHERN,100 Block of PERRY ST,-122.3980307,37.78126322,VEHICLE THEFT
1/11/2015 22:00,Sunday,PARK,0 Block of CARL ST,-122.4489005,37.76587929,LARCENY/THEFT
9/10/2010 15:30,Friday,INGLESIDE,1000 Block of CAYUGA AV,-122.4400066,37.72180488,MISSING PERSON
7/13/2005 18:00,Wednesday,NORTHERN,1200 Block of TURK ST,-122.4288185,37.78086427,VANDALISM
5/4/2006 12:00,Thursday,NORTHERN,1700 Block of VANNESS AV,-122.4227772,37.7917191,LARCENY/THEFT
7/2/2010 16:00,Friday,MISSION,100 Block of ALBION ST,-122.4226678,37.76364529,VANDALISM
6/2/2005 19:55,Thursday,SOUTHERN,700 Block of MARKET ST,-122.4052948,37.78630722,LARCENY/THEFT
1/15/2012 15:00,Sunday,TARAVAL,300 Block of BRIGHT ST,-122.4636008,37.71704928,ASSAULT
4/21/2005 14:00,Thursday,CENTRAL,LEAVENWORTH ST / PINE ST,-122.4155605,37.790254,VEHICLE THEFT
11/17/2006 12:00,Friday,CENTRAL,100 Block of UNION ST,-122.4024848,37.80122253,LARCENY/THEFT
8/10/2013 18:18,Saturday,PARK,KEZAR DR / MARTIN LUTHER KING JR DR,-122.4586388,37.76719994,NON-CRIMINAL
12/1/2005 19:00,Thursday,CENTRAL,SANSOME ST / VALLEJO ST,-122.402423,37.79938312,LARCENY/THEFT
9/3/2014 19:15,Wednesday,MISSION,2500 Block of ALAMEDA ST,-122.409752,37.76829196,LARCENY/THEFT
5/29/2004 3:00,Saturday,SOUTHERN,1ST ST / HOWARD ST,-122.3960394,37.78853682,ASSAULT
8/21/2007 6:58,Tuesday,NORTHERN,700 Block of 14TH ST,-122.4295199,37.76764088,DRUG/NARCOTIC
6/29/2010 23:35,Tuesday,MISSION,POTRERO AV / 24TH ST,-122.4063384,37.75300429,ROBBERY
